subject,with_brown_rules,prompt_type,poem_text
humor & satire,TRUE,general,"Laughter burrows deep in shadows bright, 
In every jest, a wound blooms in the light. 
In every jest, a wound blooms in the light, 
A chuckle hides where sorrow takes its flight. 

The punchline weaves a truth no one can bear, 
Yet joy's disguise is woven with our care. 
Yet joy's disguise is woven with our care, 
A heart that laughs still grapples with despair. 

Serious, the fool wears dignity like skin; 
The jest that breaks the heart is like a twin. 
The jest that breaks the heart is like a twin, 
Mocking the joy that struggles to begin. 

With every smile, a weight that weighs us down, 
We dance on edges, clutching silence's crown. 
We dance on edges, clutching silence's crown, 
Laughter burrows deep in shadows bright."
humor & satire,TRUE,figurative,"Laughter clings to shadows like a ghost. 
What haunts the heart can often wear a mask. 
What haunts the heart can often wear a mask, 
But masks can hide the truth behind the jest. 
But masks can hide the truth behind the jest, 
Yet truth can dance atop a fragile stage. 
Yet truth can dance atop a fragile stage, 
While jesters learn to wear their pain with pride. 
While jesters learn to wear their pain with pride, 
The tears they shed are woven into smiles. 
The tears they shed are woven into smiles, 
Each smile a spark igniting weary days. 
Each smile a spark igniting weary days, 
As laughter clings to shadows like a ghost."
humor & satire,TRUE,specific,"In the old diner, laughter echoes high, 
In the old diner, where the sour meets sweet. 
The jukebox spins tales of coffee and pie, 
Where smoke wraps the room in a sultry heat. 
With each clink of spoons, the shadows sigh, 
Yet behind each chuckle lies a hidden cheat. 
The pie on the plate, always asking why, 
Reflects bittersweet, a love we can't eat. 
The banter's a mask, a colorful lie, 
As we stir through the memories, swift and fleet. 
Though joy fills the space, there’s a tear nearby, 
Within every smile, a heart skips its beat. 
In the old diner, where the sour meets sweet, 
In the old diner, laughter echoes high."
indoor activities,TRUE,general,"In silence, I create my world inside. 
Within these four walls, the wild can’t thrive. 
Within these four walls, the wild can’t thrive. 
Yet bursts of laughter drown the quiet tide. 

I conjure dreams while shadows bide their time, 
These whispers made of memories long lost. 
These whispers made of memories long lost, 
Where paints and papers meld, the ink can chime. 

In corners, echoes cradle my desires, 
I sift through fragments: colors, whispers, light. 
I sift through fragments: colors, whispers, light, 
They scratch the surface, chasing fading fires. 

I find there warmth beneath the layered skin, 
That laughter fills the void that once was dark. 
That laughter fills the void that once was dark, 
In silence, I create my world inside."
indoor activities,TRUE,figurative,"The days stretch long when shadows dim the light, 
Time floats like dust, caught in the golden beams. 
Time floats like dust, caught in the golden beams, 
It dances in the silence where hope gleams. 
It dances in the silence where hope gleams, 
Through windows wide, where whispers chase the dreams. 
Through windows wide, where whispers chase the dreams, 
I find the tunes that long have slipped my seams. 
I find the tunes that long have slipped my seams, 
Wrapped ‘round my heart, each note like fading screams. 
Wrapped ‘round my heart, each note like fading screams, 
Reminds me how the past can tear at seams. 
Reminds me how the past can tear at seams, 
Yet still I hum, in shadows lost to fights. 
Yet still I hum, in shadows lost to fights, 
The days stretch long when shadows dim the light."
indoor activities,TRUE,specific,"In this room, the old clock ticks with secrets, 
Time whispers of dreams lost in silence here. 
Time whispers of dreams lost in silence here, 
Bold letters on paper, ink’s ghosted traces. 

Bold letters on paper, ink’s ghosted traces, 
Tell tales of laughter, of heartbeats that quaked. 
Tell tales of laughter, of heartbeats that quaked, 
While shadows dance softly, shadows in motion. 

While shadows dance softly, shadows in motion, 
The couch holds my stories, soft cushions embrace. 
The couch holds my stories, soft cushions embrace, 
And echoes of music rise heavy and sweet. 

And echoes of music rise heavy and sweet, 
Hiding in corners where memories congeal. 
Hiding in corners where memories congeal, 
In this room, the old clock ticks with secrets."
life choices,TRUE,general,"Two roads diverged, but one felt like a cage. 
Two paths I faced, yet both looked much the same. 
Two paths I faced, yet both looked much the same. 
The choices blurred, like whispers lost in flame. 

A voice inside said, “Stay, don’t hit the road.” 
The heart began to weigh what freedom bore. 
The heart began to weigh what freedom bore, 
What kept me there? What was I longing for? 

I mapped my dreams across a jagged sky, 
Yet shadows danced, and doubt began to bite. 
Yet shadows danced, and doubt began to bite, 
Each step I took, a question, day or night. 

I stood between the known and what I crave, 
With every choice, I felt the risk I braved. 
With every choice, I felt the risk I braved, 
Two roads diverged, but one felt like a cage."
life choices,TRUE,figurative,"I stand at the edge of roads not taken, 
There’s a weight to each path, choices awaken. 
There’s a weight to each path, choices awaken, 
Yet behind every tale, dreams are forsaken. 

Dreams shatter like glass when the sky darkens, 
In shadows we wander, where hope hardens. 
In shadows we wander, where hope hardens, 
Fate’s soft whispers linger, yet truth pardons. 

Truth holds us captive in the silence, 
Words left unspoken weave a defiance. 
Words left unspoken weave a defiance, 
Their echoes create a veil of reliance. 

Reliance on moments of unspent grace, 
Sculpting our futures in a fragile space. 
Sculpting our futures in a fragile space, 
I stand at the edge of roads not taken."
life choices,TRUE,specific,"In the glow of the streetlight, I stand still, 
Moments linger like smoke, a ghost of will. 
Moments linger like smoke, a ghost of will, 
Fleeting wishes unravel, time bends and spills. 

The corner store hums with old, sweet regret, 
Familiar faces dance, I can't forget. 
Familiar faces dance, I can’t forget, 
Echoes in the dusk, paths untraveled yet. 

The door creaks open to sunlight’s cruel tease, 
While shadows hold secrets, they beg, they plead. 
While shadows hold secrets, they beg, they plead, 
I grasp at the light as weeds choke the seed. 

Each choice forged in the fire, flickers and dims, 
As dreams blend with burdens, this life's wild hymn. 
As dreams blend with burdens, this life's wild hymn, 
In the glow of the streetlight, I stand still."
lgbtq+,TRUE,general,"In the mirror, love bends but never breaks, 
In the shadows, the heart learns how to ache. 
In the shadows, the heart learns how to ache, 
Where the vibrant glow hides a quiet wake. 

Who sings the blues when the night digests light? 
Where the vibrant glow hides a quiet wake, 
It’s the silence that sparks, makes a wrong right, 
It’s the silence that burdens a love’s fate. 

Dancing edges of doubt round corners wide, 
It’s the silence that burdens a love’s fate, 
Where truth whispers low and pride cannot hide, 
Where truth whispers low, veiled in grace, not hate. 

The past flickers soft, yet it carves so deep, 
Where truth whispers low and pride cannot hide, 
In the mirror, love bends, holds space to keep— 
In the mirror, love bends but never breaks."
lgbtq+,TRUE,figurative,"In the mirrors, we find our shadows dance, 
In reflections, our truths weave through the chance. 
In reflections, our truths weave through the chance, 
In the laughter, we trust our hearts can prance. 

A sunbeam threads through the fabric of night, 
A heart tattered but longing for the light. 
A heart tattered but longing for the light, 
In the struggle, love blooms like fire bright. 

These scars we bear sing a lullaby sweet, 
Every note is a step, a pulse, a beat. 
Every note is a step, a pulse, a beat, 
In the rhythm, we rise from off our seat. 

For in the mirrors, we find our shadows dance, 
In reflections, our truths weave through the chance."
lgbtq+,TRUE,specific,"In the mirror’s face, I find my heart's claim, 
Reflections dance like fractured shards of glass. 
Reflections dance like fractured shards of glass, 
They whisper secrets of a love untamed. 

Underneath the weight of colors, I stand, 
Each hue a question, what light do I cast? 
Each hue a question, what light do I cast? 
The echoing silence knows where I’ve landed. 

A breath, a flicker—could fear bloom like a rose? 
Yet still, in the shadows, hope's ember glows— 
Yet still, in the shadows, hope's ember glows, 
As I paint my truth in shades only I chose. 

What warmth can I gather, a hand in the night? 
In the mirror’s face, I find my heart's claim."
living,TRUE,general,"In this life, I dance on the edge of joy, 
I spin like a leaf caught in wind's wild grasp. 
I spin like a leaf caught in wind's wild grasp, 
And wonder if sorrow could feel like song. 
And wonder if sorrow could feel like song, 
If laughter is just what the heart can hold. 
If laughter is just what the heart can hold, 
What happens when silence asks for its share? 
What happens when silence asks for its share, 
When shadows creep close as the dawn breaks cold? 
When shadows creep close as the dawn breaks cold, 
I long for the warmth of a hand that knows. 
I long for the warmth of a hand that knows, 
What it means to be lost in the light of hope. 
What it means to be lost in the light of hope, 
In this life, I dance on the edge of joy."
