poem_title,poem_text,author,form
Divina Commedia,"Oft have I seen at some cathedral door 
      A laborer, pausing in the dust and heat, 
      Lay down his burden, and with reverent feet 
      Enter, and cross himself, and on the floor 
Kneel to repeat his paternoster o'er; 
      Far off the noises of the world retreat; 
      The loud vociferations of the street 
      Become an undistinguishable roar. 
So, as I enter here from day to day, 
      And leave my burden at this minster gate, 
      Kneeling in prayer, and not ashamed to pray, 
The tumult of the time disconsolate 
      To inarticulate murmurs dies away, 
      While the eternal ages watch and wait. 
 
II 
How strange the sculptures that adorn these towers! 
      This crowd of statues, in whose folded sleeves 
      Birds build their nests; while canopied with leaves 
      Parvis and portal bloom like trellised bowers, 
And the vast minster seems a cross of flowers! 
      But fiends and dragons on the gargoyled eaves 
      Watch the dead Christ between the living thieves, 
      And, underneath, the traitor Judas lowers! 
Ah! from what agonies of heart and brain, 
      What exultations trampling on despair, 
      What tenderness, what tears, what hate of wrong, 
What passionate outcry of a soul in pain, 
      Uprose this poem of the earth and air, 
      This mediæval miracle of song! 
 
I enter, and I see thee in the gloom 
      Of the long aisles, O poet saturnine! 
      And strive to make my steps keep pace with thine. 
      The air is filled with some unknown perfume; 
The congregation of the dead make room 
      For thee to pass; the votive tapers shine; 
      Like rooks that haunt Ravenna's groves of pine 
      The hovering echoes fly from tomb to tomb. 
From the confessionals I hear arise 
      Rehearsals of forgotten tragedies, 
      And lamentations from the crypts below; 
And then a voice celestial that begins 
      With the pathetic words, ""Although your sins 
      As scarlet be,"" and ends with ""as the snow."" 
 
With snow-white veil and garments as of flame, 
      She stands before thee, who so long ago 
      Filled thy young heart with passion and the woe 
      From which thy song and all its splendors came; 
And while with stern rebuke she speaks thy name, 
      The ice about thy heart melts as the snow 
      On mountain heights, and in swift overflow 
      Comes gushing from thy lips in sobs of shame. 
Thou makest full confession; and a gleam, 
      As of the dawn on some dark forest cast, 
      Seems on thy lifted forehead to increase; 
Lethe and Eunoë — the remembered dream 
      And the forgotten sorrow — bring at last 
      That perfect pardon which is perfect peace. 
 
I lift mine eyes, and all the windows blaze 
      With forms of Saints and holy men who died, 
      Here martyred and hereafter glorified; 
      And the great Rose upon its leaves displays 
Christ's Triumph, and the angelic roundelays, 
      With splendor upon splendor multiplied; 
      And Beatrice again at Dante's side 
      No more rebukes, but smiles her words of praise. 
And then the organ sounds, and unseen choirs 
      Sing the old Latin hymns of peace and love 
      And benedictions of the Holy Ghost; 
And the melodious bells among the spires 
      O'er all the house-tops and through heaven above 
      Proclaim the elevation of the Host! 
 
O star of morning and of liberty! 
      O bringer of the light, whose splendor shines 
      Above the darkness of the Apennines, 
      Forerunner of the day that is to be! 
The voices of the city and the sea, 
      The voices of the mountains and the pines, 
      Repeat thy song, till the familiar lines 
      Are footpaths for the thought of Italy! 
Thy fame is blown abroad from all the heights, 
      Through all the nations, and a sound is heard, 
      As of a mighty wind, and men devout, 
Strangers of Rome, and the new proselytes, 
      In their own language hear thy wondrous word, 
      And many are amazed and many doubt.",Henry Wadsworth Longfellow,sonnet
Keats,"The young Endymion sleeps Endymion's sleep; 
      The shepherd-boy whose tale was left half told! 
      The solemn grove uplifts its shield of gold 
      To the red rising moon, and loud and deep 
The nightingale is singing from the steep; 
      It is midsummer, but the air is cold; 
      Can it be death? Alas, beside the fold 
      A shepherd's pipe lies shattered near his sheep. 
Lo! in the moonlight gleams a marble white, 
      On which I read: ""Here lieth one whose name 
      Was writ in water."" And was this the meed 
Of his sweet singing? Rather let me write: 
      ""The smoking flax before it burst to flame 
      Was quenched by death, and broken the bruised reed.""",Henry Wadsworth Longfellow,sonnet
Milton,"I pace the sounding sea-beach and behold 
      How the voluminous billows roll and run, 
      Upheaving and subsiding, while the sun 
      Shines through their sheeted emerald far unrolled, 
And the ninth wave, slow gathering fold by fold 
      All its loose-flowing garments into one, 
      Plunges upon the shore, and floods the dun 
      Pale reach of sands, and changes them to gold. 
So in majestic cadence rise and fall 
      The mighty undulations of thy song, 
      O sightless bard, England's Mæonides! 
And ever and anon, high over all 
      Uplifted, a ninth wave superb and strong, 
      Floods all the soul with its melodious seas.",Henry Wadsworth Longfellow,sonnet
Shakespeare,"A vision as of crowded city streets, 
      With human life in endless overflow; 
      Thunder of thoroughfares; trumpets that blow 
      To battle; clamor, in obscure retreats, 
Of sailors landed from their anchored fleets; 
      Tolling of bells in turrets, and below 
      Voices of children, and bright flowers that throw 
      O'er garden-walls their intermingled sweets! 
This vision comes to me when I unfold 
      The volume of the Poet paramount, 
      Whom all the Muses loved, not one alone; — 
Into his hands they put the lyre of gold, 
      And, crowned with sacred laurel at their fount, 
      Placed him as Musagetes on their throne.",Henry Wadsworth Longfellow,sonnet
The Cross of Snow,"In the long, sleepless watches of the night, 
   A gentle face — the face of one long dead — 
   Looks at me from the wall, where round its head 
   The night-lamp casts a halo of pale light. 
Here in this room she died; and soul more white 
   Never through martyrdom of fire was led 
   To its repose; nor can in books be read 
   The legend of a life more benedight. 
There is a mountain in the distant West 
   That, sun-defying, in its deep ravines 
   Displays a cross of snow upon its side. 
Such is the cross I wear upon my breast 
   These eighteen years, through all the changing scenes 
   And seasons, changeless since the day she died.",Henry Wadsworth Longfellow,sonnet
Sonnet—﻿To Science,"Science! true daughter of Old Time thou art! 
   Who alterest all things with thy peering eyes. 
Why preyest thou thus upon the poet’s heart, 
   Vulture, whose wings are dull realities? 
How should he love thee? or how deem thee wise, 
   Who wouldst not leave him in his wandering 
To seek for treasure in the jewelled skies, 
   Albeit he soared with an undaunted wing? 
Hast thou not dragged Diana from her car, 
   And driven the Hamadryad from the wood 
To seek a shelter in some happier star? 
   Hast thou not torn the Naiad from her flood, 
The Elfin from the green grass, and from me 
The summer dream beneath the tamarind tree?",Edgar Allan Poe,sonnet
from The Princess: Now Sleeps the Crimson Petal,"Now sleeps the crimson petal, now the white;
Nor waves the cypress in the palace walk;
Nor winks the gold fin in the porphyry font.
The firefly wakens; waken thou with me.

   Now droops the milk-white peacock like a ghost,
And like a ghost she glimmers on to me.

   Now lies the Earth all Danaë to the stars,
And all thy heart lies open unto me.

   Now slides the silent meteor on, and leaves
A shining furrow, as thy thoughts in me.

   Now folds the lily all her sweetness up,
And slips into the bosom of the lake.
So fold thyself, my dearest, thou, and slip
Into my bosom and be lost in me.","Alfred, Lord Tennyson",sonnet
To Shakespeare,"Oft, when my lips I open to rehearse 
Thy wondrous spell of wisdom, and of power, 
And that my voice, and thy immortal verse, 
On listening ears, and hearts, I mingled pour, 
I shrink dismayed – and awful doth appear 
The vain presumption of my own weak deed; 
Thy glorious spirit seems to mine so near, 
That suddenly I tremble as I read – 
Thee an invisible auditor I fear: 
Oh, if it might be so, my master dear! 
With what beseeching would I pray to thee, 
To make me equal to my noble task, 
Succor from thee, how humbly would I ask, 
Thy worthiest works to utter worthily.",Frances Anne Kemble,sonnet
Flaxman,"We deemed the secret lost, the spirit gone,
Which spake in Greek simplicity of thought,
And in the forms of gods and heroes wrought
Eternal beauty from the sculptured stone,—
A higher charm than modern culture won
With all the wealth of metaphysic lore,
Gifted to analyze, dissect, explore.
A many-colored light flows from one sun;
Art, ’neath its beams, a motley thread has spun;
The prism modifies the perfect day;
But thou hast known such mediums to shun,
And cast once more on life a pure, white ray.
Absorbed in the creations of thy mind,
Forgetting daily self, my truest self I find.",Margaret Fuller,sonnet
Now,"Out of your whole life give but a moment! 
All of your life that has gone before, 
All to come after it,—so you ignore, 
So you make perfect the present,—condense, 
In a rapture of rage, for perfection’s endowment, 
Thought and feeling and soul and sense— 
Merged in a moment which gives me at last 
You around me for once, you beneath me, above me— 
Me—sure that despite of time future, time past,— 
This tick of our life-time’s one moment you love me! 
How long such suspension may linger? Ah, Sweet— 
The moment eternal—just that and no more— 
When ecstasy’s utmost we clutch at the core 
While cheeks burn, arms open, eyes shut and lips meet!",Robert Browning,sonnet
Thy Brother’s Blood,"I have no Brother,—they who meet me now
Offer a hand with their own wills defiled,
And, while they wear a smooth unwrinkled brow,
Know not that Truth can never be beguiled;
Go wash the hand that still betrays thy guilt;
Before the spirit’s gaze what stain can hide?
Abel’s red blood upon the earth is spilt,
And by thy tongue it cannot be denied;
I hear not with my ear,—the heart doth tell
Its secret deeds to me untold before;
Go, all its hidden plunder quickly sell,
Then shalt thou cleanse thee from thy brother’s gore,
Then will I take thy gift; that bloody stain
Shall not be seen upon thy hand again.",Jones Very,sonnet
The Hand and Foot,"The hand and foot that stir not, they shall find 
Sooner than all the rightful place to go; 
Now in their motion free as roving wind, 
Though first no snail more limited and slow; 
I mark them full of labor all the day, 
Each active motion made in perfect rest; 
They cannot from their path mistaken stray, 
Though ’tis not theirs, yet in it they are blest; 
The bird has not their hidden track found out, 
Nor cunning fox, though full of art he be; 
It is the way unseen, the certain route, 
Where ever bound, yet thou art ever free; 
The path of Him, whose perfect law of love 
Bids spheres and atoms in just order move.",Jones Very,sonnet
Yourself,"’Tis to yourself I speak; you cannot know
Him whom I call in speaking such an one,
For thou beneath the earth lie buried low,
Which he alone as living walks upon;
Thou mayst at times have heard him speak to you,
And often wished perchance that you were he;
And I must ever wish that it were true,
For then thou couldst hold fellowship with me;
But now thou hear’st us talk as strangers, met
Above the room wherein thou liest abed;
A word perhaps loud spoken thou mayst get,
Or hear our feet when heavily they tread;
But he who speaks, or him who’s spoken to,
Must both remain as strangers still to you.",Jones Very,sonnet
