pair_index,pair_type,matches,num_matches,max_phrase_len,max_phrase_example,passes_echo,poem_id,subject,with_brown_rules,prompt_type
9,adjacent,"negotiation, pain, small",3,7,each one a small negotiation with pain,True,142,chronic illness,False,figurative
10,adjacent,,0,0,,False,142,chronic illness,False,figurative
11,adjacent,"betray, body, sustain, that",4,7,this body that betrays and still sustains,True,142,chronic illness,False,figurative
12,adjacent,,0,0,,False,142,chronic illness,False,figurative
13,adjacent,"endurance, i, new, teach, word",5,6,teaches me new words for endurance,True,142,chronic illness,False,figurative
14,adjacent,i,1,0,,True,142,chronic illness,False,figurative
15,first_last,"i, morning, myself, stranger, wake",5,9,some mornings i wake up a stranger to myself,True,142,chronic illness,False,figurative
0,adjacent,,0,0,,False,143,chronic illness,False,specific
1,adjacent,"body, forecast, i, ignore",4,8,this body a forecast i can not ignore,True,143,chronic illness,False,specific
2,adjacent,,0,0,,False,143,chronic illness,False,specific
3,adjacent,"arrive, day, predicts, storm, they",5,7,predicts storms three days before they arrive,True,143,chronic illness,False,specific
4,adjacent,,0,0,,False,143,chronic illness,False,specific
5,adjacent,"inflammation, like, mercury, my, rise",5,5,my inflammation rising like mercury,True,143,chronic illness,False,specific
6,adjacent,my,1,1,my,True,143,chronic illness,False,specific
7,adjacent,"cloud, hand, i, learn, my, read, swollen",7,9,i learn to read clouds in my swollen hands,True,143,chronic illness,False,specific
8,adjacent,,0,0,,False,143,chronic illness,False,specific
9,adjacent,"app, check, rain, tomorrow, way",5,9,the way others check apps for tomorrow 's rain,True,143,chronic illness,False,specific
10,adjacent,,0,1,the,False,143,chronic illness,False,specific
11,adjacent,"fatigue, i, light, measure, morning",5,7,i measure fatigue against the morning light,True,143,chronic illness,False,specific
12,adjacent,,0,1,the,False,143,chronic illness,False,specific
13,first_last,"ache, barometer, drop, joint, my, start",6,9,the barometer drops and my joints start to ache,True,143,chronic illness,False,specific
0,adjacent,,0,1,the,False,144,crime & punishment,False,general
1,adjacent,"courthouse, creep, doubt, hall, night",5,9,yet doubt creeps through the courthouse halls at night,True,144,crime & punishment,False,general
2,adjacent,,0,0,,False,144,crime & punishment,False,general
3,adjacent,"judgment, mortal, right, thing",4,7,can mortal judgment ever make things right,True,144,crime & punishment,False,general
4,adjacent,,0,0,,False,144,crime & punishment,False,general
5,adjacent,"cut, deeply, law, pain, victim",5,8,when victims pain cuts deeper than the law,True,144,crime & punishment,False,general
6,adjacent,,0,0,,False,144,crime & punishment,False,general
7,adjacent,"disguise, hold, its, justice, revenge, take",6,7,revenge disguised as justice takes its hold,True,144,crime & punishment,False,general
8,adjacent,,0,0,,False,144,crime & punishment,False,general
9,adjacent,"all, bind, chain, guilty, that, we",6,9,but chains that bind the guilty bind us all,True,144,crime & punishment,False,general
10,adjacent,,0,1,the,False,144,crime & punishment,False,general
11,first_last,"certainty, fall, gavel, thunderous",4,6,the gavel falls with thunderous certainty,True,144,crime & punishment,False,general
0,adjacent,,0,0,,False,145,crime & punishment,False,figurative
1,adjacent,"blindfold, cold, her, justice, wear",5,8,while justice wears her blindfold cold and still,True,145,crime & punishment,False,figurative
2,adjacent,,0,0,,False,145,crime & punishment,False,figurative
3,adjacent,"guilty, light, seek, shadow, walk",5,7,the guilty walk in shadows seeking light,True,145,crime & punishment,False,figurative
4,adjacent,,0,1,the,False,145,crime & punishment,False,figurative
5,adjacent,"bar, broken, dwell, spirit",4,7,behind the bars where broken spirits dwell,True,145,crime & punishment,False,figurative
6,adjacent,,0,0,,False,145,crime & punishment,False,figurative
7,adjacent,"like, mill, move, rusted, time, water",6,8,time moves like water through a rusted mill,True,145,crime & punishment,False,figurative
8,adjacent,,0,0,,False,145,crime & punishment,False,figurative
9,adjacent,"echo, sharp, shrill, victim, voice",5,7,the victims voices echo sharp and shrill,True,145,crime & punishment,False,figurative
10,adjacent,,0,0,,False,145,crime & punishment,False,figurative
11,adjacent,"battle, mercy, right, vengeance, what",5,8,as mercy battles vengeance for what 's right,True,145,crime & punishment,False,figurative
12,adjacent,,0,0,,False,145,crime & punishment,False,figurative
13,first_last,"fall, gavel, like, night, thunder",5,8,the gavel falls like thunder in the night,True,145,crime & punishment,False,figurative
0,adjacent,,0,1,the,False,146,crime & punishment,False,specific
1,adjacent,"aisle, detective, store, watch",4,7,the store detective watches from aisle three,True,146,crime & punishment,False,specific
2,adjacent,,0,0,,False,146,crime & punishment,False,specific
3,adjacent,"echo, heartbeat, her, louder, plan, she",6,7,her heartbeat echoes louder than she planned,True,146,crime & punishment,False,specific
4,adjacent,,0,0,,False,146,crime & punishment,False,specific
5,adjacent,"away, door, exit, mile",4,8,the exit door seems miles away from here,True,146,crime & punishment,False,specific
6,adjacent,,0,1,the,False,146,crime & punishment,False,specific
7,adjacent,"click, handcuff, like, lock, she, understand",6,7,the handcuffs click like locks she understands,True,146,crime & punishment,False,specific
8,adjacent,,0,0,,False,146,crime & punishment,False,specific
9,adjacent,"cost, daughter, her, lunch, money",5,9,her daughter 's lunch money still costs too much,True,146,crime & punishment,False,specific
10,adjacent,her,1,1,her,True,146,crime & punishment,False,specific
11,first_last,"coat, hand, her, lipstick, she, slip, tremble",7,10,she slips the lipstick in her coat with trembling hands,True,146,crime & punishment,False,specific
0,adjacent,,0,0,,False,147,cycles,False,general
1,adjacent,"bright, hope, rest, silent, spring, winter",6,10,from spring 's bright hope to winter 's silent rest,True,147,cycles,False,general
2,adjacent,,0,0,,False,147,cycles,False,general
3,adjacent,"begin, complete, earth, long, time",5,8,the earth completes what time has long begun,True,147,cycles,False,general
4,adjacent,,0,0,,False,147,cycles,False,general
5,adjacent,"bless, break, dawn, evening, fill, star, that",7,9,each dawn that breaks each star filled evening blessed,True,147,cycles,False,general
6,adjacent,,0,0,,False,147,cycles,False,general
7,adjacent,"ending, outrun, remind, we",4,7,reminds us how all endings are outrun,True,147,cycles,False,general
8,adjacent,,0,0,,False,147,cycles,False,general
9,adjacent,"light, morning, pierce, test, that",5,8,by morning light that pierces through the test,True,147,cycles,False,general
10,adjacent,,0,1,that,False,147,cycles,False,general
11,adjacent,"begin, finish, learn, we",4,7,we learn that every finish has begun,True,147,cycles,False,general
12,adjacent,,0,0,,False,147,cycles,False,general
13,first_last,"season, they, turn",3,8,the seasons turn as they have always done,True,147,cycles,False,general
0,adjacent,,0,0,,False,148,cycles,False,figurative
1,adjacent,"fall, leaf, like, rise, we",5,9,and we like leaves must fall to rise again,True,148,cycles,False,figurative
2,adjacent,,0,1,to,False,148,cycles,False,figurative
3,adjacent,"come, contain, death, seed, what",5,10,each death contains the seed of what 's to come,True,148,cycles,False,figurative
4,adjacent,,0,1,the,False,148,cycles,False,figurative
5,adjacent,"darkest, dissolve, hour, light, morning",5,7,while morning light dissolves the darkest hour,True,148,cycles,False,figurative
6,adjacent,,0,1,the,False,148,cycles,False,figurative
7,adjacent,"hold, let, moon, retreat, sun, sway",6,9,the moon retreats to let the sun hold sway,True,148,cycles,False,figurative
8,adjacent,,0,1,the,False,148,cycles,False,figurative
9,adjacent,"claim, daylight, fade, sky, start",5,9,then claims the sky when daylight starts to fade,True,148,cycles,False,figurative
10,adjacent,,0,1,to,False,148,cycles,False,figurative
11,adjacent,"break, heart, learn, mend",4,9,so hearts that break will somehow learn to mend,True,148,cycles,False,figurative
12,adjacent,,0,0,,False,148,cycles,False,figurative
13,first_last,"season, they, turn",3,2,seasons turn,True,148,cycles,False,figurative
0,adjacent,,0,0,,False,149,cycles,False,specific
1,adjacent,"back, castle, crab, drag, hermit, their",6,8,where hermit crabs drag castles on their backs,True,149,cycles,False,specific
2,adjacent,,0,0,,False,149,cycles,False,specific
3,adjacent,"anemone, like, sun, underwater, unfurl",5,5,anemones unfurl like underwater suns,True,149,cycles,False,specific
4,adjacent,,0,0,,False,149,cycles,False,specific
5,adjacent,"close, gull, pass, shadow",4,9,then close when shadows of the gulls pass over,True,149,cycles,False,specific
6,adjacent,,0,1,the,False,149,cycles,False,specific
7,adjacent,"claim, it, return, sea, what",5,9,the sea returns to claim what it had lent,True,149,cycles,False,specific
8,adjacent,,0,1,the,False,149,cycles,False,specific
9,adjacent,"erase, footprint, sand",3,6,erasing every footprint from the sand,True,149,cycles,False,specific
10,adjacent,,0,1,the,False,149,cycles,False,specific
11,first_last,"leave, mirror, retreat, stone, tide",5,8,the tide retreats leaves mirrors in the stone,True,149,cycles,False,specific
0,adjacent,,0,1,a,False,150,desire & passion,False,general
1,adjacent,"ablaze, each, kiss, my, set, spark, that, world",8,9,each kiss a spark that sets my world ablaze,True,150,desire & passion,False,general
2,adjacent,that,1,1,that,True,150,desire & passion,False,general
3,adjacent,"away, crave, drive, heat, i, shame, that",7,9,i crave the heat that drives away all shame,True,150,desire & passion,False,general
4,adjacent,,0,1,that,False,150,desire & passion,False,general
5,adjacent,"erase, hunger, time, wild",4,8,this wild hunger that time can not erase,True,150,desire & passion,False,general
6,adjacent,,0,0,,False,150,desire & passion,False,general
7,adjacent,"bright, burn, consuming, haze, night, star",6,9,burns bright as stars through night 's consuming haze,True,150,desire & passion,False,general
8,adjacent,,0,0,,False,150,desire & passion,False,general
9,first_last,"fire, i, ignite, touch, your",5,9,your touch ignites a fire i can not name,True,150,desire & passion,False,general
0,adjacent,,0,0,,False,151,desire & passion,False,figurative
1,adjacent,"ignite, touch, word, your",4,8,your touch ignites what words can not say,True,151,desire & passion,False,figurative
2,adjacent,,0,0,,False,151,desire & passion,False,figurative
3,adjacent,"carve, embrace, hunger, midnight",4,7,this hunger carved in midnight 's embrace,True,151,desire & passion,False,figurative
4,adjacent,,0,1,'s,False,151,desire & passion,False,figurative
5,adjacent,"deeply, i, ocean, pull",4,8,pulls me deeper than the ocean 's call,True,151,desire & passion,False,figurative
6,adjacent,,0,0,,False,151,desire & passion,False,figurative
7,adjacent,"beat, chest, heart, my, wild, your",6,7,my heart beats wild against your chest,True,151,desire & passion,False,figurative
8,adjacent,,0,0,,False,151,desire & passion,False,figurative
9,adjacent,"drown, fire, want, we",4,8,we drown in fire we drown in want,True,151,desire & passion,False,figurative
10,adjacent,we,1,1,we,True,151,desire & passion,False,figurative
11,first_last,"body, bright, build, burn, we",5,7,we are bodies built for burning bright,True,151,desire & passion,False,figurative
0,adjacent,my,1,1,my,True,152,desire & passion,False,specific
1,adjacent,"dark, my, pool, press, sweetness, tooth",6,8,dark sweetness pooling where my teeth have pressed,True,152,desire & passion,False,specific
2,adjacent,my,1,1,my,True,152,desire & passion,False,specific
3,adjacent,"break, i, my, square, undone",5,7,i break another square my will undone,True,152,desire & passion,False,specific
4,adjacent,i,1,1,i,True,152,desire & passion,False,specific
5,adjacent,"confess, craving, i, own",4,8,this craving owns me more than i confess,True,152,desire & passion,False,specific
6,adjacent,i,1,1,i,True,152,desire & passion,False,specific
7,adjacent,"bitter, i, note, prayer, sing",5,9,each bitter note a prayer i 've always sung,True,152,desire & passion,False,specific
8,adjacent,,0,0,,False,152,desire & passion,False,specific
9,adjacent,"fluorescent, guilt, kitchen, light",4,7,against the kitchen 's fluorescent lit guilt,True,152,desire & passion,False,specific
10,adjacent,,0,0,,False,152,desire & passion,False,specific
11,adjacent,"arrest, conscience, i, my, savor, what",6,7,i savor what my conscience would arrest,True,152,desire & passion,False,specific
12,adjacent,my,1,1,my,True,152,desire & passion,False,specific
13,first_last,"chocolate, eager, melt, my, slow, tongue",6,8,the chocolate melts slow on my eager tongue,True,152,desire & passion,False,specific
0,adjacent,,0,0,,False,153,doubt & contemplation,False,general
1,adjacent,"answer, birth, its, wake",4,8,each answer birthing three more in its wake,True,153,doubt & contemplation,False,general
