subject,with_brown_rules,prompt_type,poem_text,ai_vector,brown_sim_1,brown_sim_2,brown_sim_3,brown_sim_4,brown_sim_5,average_similarity_score
abuse,False,general,"The bruise speaks what the mouth cannot confess, 
A silence grows where once a heart could rest. 

A silence grows where once a heart could rest, 
Bruised by hands that claimed to love the best. 

Bruised by hands that claimed to love the best, 
A cycle spins, a shadow's cruel bequest. 

A cycle spins, a shadow's cruel bequest, 
The fragile soul folds under such duress. 

The fragile soul folds under such duress, 
Yet seeks the light, a chance to coalesce. 

Yet seeks the light, a chance to coalesce, 
To lift beyond the weight it had suppressed. 

To lift beyond the weight it had suppressed, 
The bruise speaks what the mouth cannot confess.The duplex, as inspired by poet Jericho Brown, allows for a meditative repetition and cyclical resonance, which feels uniquely suited to tackling heavy, painful themes like abuse.","[ 0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  2  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  2  1  0  0  2
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  2 13  0  0  0  0  0  7  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  2  0  2  0  0  0  0  0  0  0]",0.24,0.49,0.43,0.35,0.38,0.38
abuse,False,figurative,"The silence leaves its bruise upon the air. 
An absence takes the shape of what was there. 

The shape of what was there turns sharp, then soft 
A whisper louder than the noise it's lost. 

This whisper carves the skin it longs to mend, 
The way a wound will ache before it bends. 

And bending, learns the contours of the night, 
The moon hung low, a blade that cuts the light. 

What cuts the light can hollow out the dark, 
A shadow's edge that maps an unseen mark. 

That mark, the echo carried in the chest 
A weight that dims each word, each long request. 

The silence leaves its bruise upon the air. 
We bear it all, though no one knows it's there.The form's circular nature mirrors the cycles of harm and survival while drawing on the haunting trace abuse leaves behind in human experiences.","[ 0  0  0  0  0  0  2  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  2  0  0  5  2  0  0  0  3  0  2  0  0  0  0
  0  0  0  0  2  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0
  0  4  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  1  4 20  3  0  0  1  0  1  0  0  0  0  0
  0  0  0  0  0  0  0  2  1  0  0  0  3  0  0  0  0  0  0  0  0  0]",0.31,0.56,0.38,0.38,0.42,0.41
abuse,False,specific,"

The house fell silent each time his voice rose. 
His shadow lingered longer than the light. 

His shadow lingered longer than the light, 
A bruise stretched across the frame of our lives. 

A bruise stretched across the frame of our lives, 
How do you rewrite a story carved in stone? 

How do you rewrite a story carved in stone 
Each wound handed down, a name etched inside? 

Each wound handed down, a name etched inside. 
We learned to wear silence like second skin. 

We learned to wear silence like second skin, 
Afraid to breathe, lest the walls hear us speak. 

Afraid to breathe, lest the walls hear us speak, 
We became echoes trapped between his fists. 

We became echoes trapped between his fists. 
The house fell silent each time his voice rose.This piece demonstrates the cyclical, perpetuating nature of abuse, reflecting how silence and fear become legacies within a family. The duplex form's repetition mirrors the inescapable loop of power and pain.","[ 0  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  3  0  0  2  0  0  0  0  0  0  0  0  0  2  2  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  4  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  2  0 11  0  0  0  0  0  4  0  0  0  0  0
  0  0  0  0  2  0  0  0  4  0  0  0  0  0  0  0  0  0  2  0  0  0]",0.3,0.57,0.44,0.42,0.47,0.44
activities,False,general,"The rhythm of days sways steady like breath, 
Waves of motion whispered past morning's calm. 

Waves of motion stir, unraveling calm, 
Shoes laced tight in the hush of the dawn. 

Shoes laced tight to meet each pulsing dawn, 
We carve time's flesh with measured strides. 

We carve time's flesh with games and strides, 
Beneath sunlit air or soft, trembling rain. 

Beneath soft rain, the world feels wide again, 
Books close gently as pages turn. 

Books close gently, their echoes churn 
The rhythm of days sways steady like breath.","[0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 5 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2
 0 0 0 0 0]",0.36,0.55,0.46,0.38,0.49,0.45
activities,False,figurative,"Each motion carves a story in the wind, 
Hands shaping hours before time slips away. 

Hands shaping hours before time slips away, 
Feet trace the ground, marking moments you claim. 

Feet trace the ground, marking moments you claim, 
A rhythm in steps carried by quiet fire. 

A rhythm in steps carried by quiet fire, 
Every gesture becomes a world reborn. 

Every gesture becomes a world reborn, 
The breath you spend returns, singing its name. 

The breath you spend returns, singing its name 
The sky opens, asking for your embrace.","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 4 0 1 0]",0.19,0.43,0.29,0.49,0.29,0.34
activities,False,specific,"The hands hold purpose in their careful grip, 
Shaping soft clay to bowls that cradle dreams. 

Shaping soft clay, a wheel begins to spin, 
The blur of motion steady with intent. 

The blur of motion masks an artist's breath, 
Each push and pull a whisper of a song. 

Each push and pull carves time into a shape, 
A rhythm born from patience and return. 

A rhythm honing worlds within these hands, 
Here, the silence speaks of all they've touched. 

The silence hums; the bowls now rest, complete, 
The hands hold purpose in their careful grip.","[0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 7 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0]",0.29,0.62,0.5,0.44,0.55,0.48
arts & sciences,False,general,"The canvas meets the formula's refrain, 
A dance of color with the laws of space. 

Where thought and feeling harmonize like rain, 
We map the stars, yet sketch the human face. 

The numbers whisper truths that few can frame. 
Still, paint will drip to tell what words can't trace. 

Though atoms burn, their bonds might still remain 
Arts and sciences, bound in shared embrace.","[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 6 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1
 0 0 0 0 0]",0.3,0.57,0.43,0.42,0.51,0.44
arts & sciences,False,figurative,"A dance of minds in shadowed halls, 
Where forms and theories echo deep. 

Where forms and theories echo deep, 
Each stroke, each proof, a mark to keep. 

Each stroke, each proof, a mark to keep, 
Unveiling what we cannot name. 

Unveiling what we cannot name, 
The whispered stars, the sculpted flame. 

The whispered stars, the sculpted flame, 
Harmony breeds as reason calls. 

Harmony breeds as reason calls 
The boundless quest for truth and sight.","[0 0 0 0 0 0 0 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 5 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 2 0 2 0 0
 0 0 0 0 0]",0.3,0.48,0.38,0.35,0.46,0.39
arts & sciences,False,specific,"The night sky opens like a painted page, 
Swirling secrets mirror the artist's hand. 

Swirling secrets churn in the scientist's cage, 
Where numbers and symbols seek to understand. 

Numbers chart the drifting of cosmic haze, 
But how can they capture the glowing thread? 

To paint the infinite is the artist's gaze, 
Tracing light that spills from the universe's bed. 

Tracing light and formula we weave and rave, 
The mind a brush, the heart a telescope's lens. 

What we seektruth or beautyneither can save, 
But still, we create, where the great arc bends.","[ 0  0  0  0  0  0  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  2  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  1  0  0  1  1  0  0  0  0  0  0  0  0  2  1  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  1 11  0  1  0  0  0  2  0  0  0  0  0
  0  0  0  0  0  0  0  0  3  0  0  0  1  0  2  0  0  0  0  0  0  0]",0.3,0.53,0.37,0.37,0.47,0.41
christianity,False,general,"

In silence, the cross bears its weight unseen, 
The burden of grace whispers soft as wind. 

The burden of grace whispers soft as wind, 
Unfolding mercy in hearts once bound tight. 

Unfolding mercy in hearts once bound tight, 
We find Christ's wounds are where healing begins. 

We find Christ's wounds are where healing begins, 
A tomb turned doorway leads to endless light. 

A tomb turned doorway leads to endless light, 
Risen love calling the dead into life. 

Risen love calling the dead into life, 
Each prayer a spark, aflame in dusk's long hymn. 

Each prayer a spark, aflame in dusk's long hymn, 
In silence, the cross bears its weight unseen.The Duplex form, created by Jericho Brown, melds elements of the sonnet, ghazal, and blues traditions, and I aimed to honor that structure while reflecting on themes central to Christianity.","[0 0 0 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 6 0 0 0 2 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 8 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0
 0 0 0 0 0]",0.29,0.56,0.53,0.52,0.5,0.48
christianity,False,figurative,"The weight of light rests heavy on the soul, 
A spark that flickers, whispering of home. 

A spark that flickers, whispering of home 
Its warmth a guide when shadows close in tight. 

Its warmth a guide when shadows close in tight, 
A narrow thread through valleys dim with gray. 

A narrow thread through valleys dim with gray, 
Each step a prayer, each breath a quiet plea. 

Each step a prayer, each breath a quiet plea, 
For hands unseen to carry what we bear. 

For hands unseen to carry what we bear, 
A grace that meets us where we are, undone. 

A grace that meets us where we are, undone. 
The weight of light rests heavy on the soul.","[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 2 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 4 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 4 4 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 2 0 0 0 4 0 0 0 2 2 2 0 2
 0 0 0 0 0]",0.24,0.4,0.42,0.39,0.34,0.36
christianity,False,specific,"I broke the loaf; its crust shed dust like ash. 
The body given breaks to fill the soul. 

The body given breaks to fill the soul 
A crumb of grace: enough to make me whole. 

A crumb of grace: enough to make me whole, 
Though bitter roots can cling like weeds to hope. 

Though bitter roots can cling like weeds to hope, 
Wine lifts a sweetness, cleansing as it flows. 

Wine lifts a sweetness, cleansing as it flows, 
A crimson thread that binds what tore apart. 

A crimson thread that binds what tore apart 
His blood transfigures grief into a spark. 

His blood transfigures grief into a spark. 
I broke the loaf; its crust shed dust like ash.","[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 2 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 4 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 6 0 0 0 2 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
 0 0 0 0 0]",0.25,0.47,0.46,0.27,0.3,0.35
chronic illness,False,general,"The body betrays as though it is art. 
Each ache paints a silence, a private war. 

Each ache paints a silence, a private war, 
Time stretches its fingers, slow and raw. 

Time stretches its fingers, slow and raw, 
Yet pain finds a way to be what I know. 

Yet pain finds a way to be what I know, 
Its rhythm a dance that stifles my soul. 

Its rhythm a dance that stifles my soul, 
The days fold inward, yet still I grow. 

The days fold inward, yet still I grow, 
Marking my place where shadows have sewn. 

Marking my place where shadows have sewn, 
The body betrays as though it is art.","[0 0 0 0 0 0 0 2 0 0 2 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 2 0 2 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 4 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0
 0 0 0 0 0]",0.43,0.46,0.32,0.24,0.35,0.36
chronic illness,False,figurative,"Some days the body feels like bitter rain, 
A storm that comes but never moves away. 

A storm that comes but never moves away, 
Its weight sits still, a word you cannot say. 

Its weight sits still, a word you cannot say, 
Yet in your silence, pain begins to sing. 

Yet in your silence, pain begins to sing 
A hymn of aching bones and shadowed skin. 

A hymn of aching bones and shadowed skin 
Wears down the hours until there's none to spend. 

Wears down the hours until there's none to spend, 
And still, you wake and rise to meet the storm. 

And still, you wake and rise to meet the storm, 
Some days the body feels like bitter rain.","[0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
 0 0 0 0 0 0 0 2 6 2 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 4 0 2 0]",0.25,0.44,0.43,0.36,0.41,0.38
chronic illness,False,specific,"The body grows tired under the weight 
Each sunrise feels like the same old refrain. 
 
Each sunrise feels like the same old refrain, 
Time stretches thin, a tether without end. 
 
Time stretches thin, a tether without end, 
Doctors speak in riddles, answers deferred. 
 
Doctors speak in riddles, answers deferred, 
The waiting room hums with fluorescent ache. 
 
The waiting room hums with fluorescent ache 
Chairs hold the shape of hope long abandoned. 
 
Chairs hold the shape of hope long abandoned, 
The body grows tired under the weight.","[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  2  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  2  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0 10  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0]",0.26,0.57,0.41,0.41,0.41,0.41
crime & punishment,False,general,"

A shadow sharpens where guilt bends the light, 
The weight of sin turns justice into fight. 

The weight of sin turns justice into fight, 
A gavel echoes, cracking endless night. 

A gavel echoes, cracking endless night 
Chains hum the songs of men erased from sight. 

Chains hum the songs of men erased from sight, 
Their voices buried, silenced in their plight. 

Their voices buried, silenced in their plight, 
A mother wails for sons lost to the blight. 

A mother wails for sons lost to the blight; 
Who pays the cost for what's defined as right? 

Who pays the cost for what's defined as right? 
A shadow sharpens where guilt bends the light.This poem explores the cyclical, systemic nature of crime and punishment and the human toll it exacts. Let me know how else I can help!","[ 0  0  0  0  0  0  0  2  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  1  0  0  2  0  0  1  0  1  0  0  0  0  2  0  0  0  0
  0  0  0  0  0  0  1  0  0  2  0  0  0  0  0  2  0  0  0  0  0  0  0  0
  0  5  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0 12  0  0  0  0  0  2  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  2  0  2  2  0  0  0  0  0  0]",0.33,0.61,0.5,0.4,0.48,0.47
crime & punishment,False,figurative,"The consequence of deeds too sharp to name 
Collects in shadows cast by brittle oaths. 

Collected shadows stretch through brittle oaths 
A wound, invisible, yet always felt. 

A wound, invisible, yet always felt, 
Becomes the weight no hand can lift away. 

The weight no hand can lift away still grows, 
Its roots entwined with every fleeting breath. 

Entwined with roots, the fleeting breath resists 
But silence knows the burden it must bear. 

The burden silence knows, the crooked line, 
A darkness lingers in the quiet air.","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 2 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 8 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
 0 0 0 0 0]",0.24,0.53,0.39,0.45,0.4,0.4
crime & punishment,False,specific,"The knife was hidden deep inside the drain. 
A lie will carve its path into the bone. 

A lie will carve its path into the bone. 
Shards of truth splinter like glass in the dark. 

Shards of truth splinter like glass in the dark. 
The clock struck twelve; no car was on the road. 

The clock struck twelve; no car was on the road. 
Each silence splits, each shadow knows its part. 

Each silence splits, each shadow knows its part. 
The tape rewinds but never clears my name. 

The tape rewinds but never clears my name. 
That single breathtoo sharperased the calm. 

That single breathtoo sharperased the calm. 
The knife was hidden deep inside the drain.","[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  2  0  0  0  0  2  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  2  0  0  0  4  0  0  0  0  0  0  2  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  2  0  0  0
  0  2  2  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  2 16  0  0  0  0  0  0  0  0  0  0  2
  0  0  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0]",0.34,0.54,0.33,0.38,0.46,0.41
